Nlihc_id,Subsidy_id,Units_Assist,POA_start,POA_end,contract_number,rent_to_fmr_description,Subsidy_Active,Subsidy_Info_Source_ID,Subsidy_Info_Source,Subsidy_Info_Source_Date,Update_Dtm,Program,Compl_end,POA_end_prev,Agency,POA_start_orig,Portfolio,Subsidy_info_source_property,POA_end_actual
NL000139,1,8,3/31/2005,3/31/2015,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,3/31/2015,,US Dept of Housing and Urban Development,3/31/2005,HOME,,N
NL000140,1,38,9/1/2005,9/1/2025,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,9/1/2025,,DC,9/1/2005,CDBG,,N
NL000142,1,10,6/1/1984,5/1/2024,,,Yes,,HUD - Active 202/811 Loans,10/1/2009,04SEP15:08:54:57,Sec 202/8 direct loan/elderly-handicapped,5/1/2024,,US Dept of Housing and Urban Development,6/1/1984,Section 202/811,,N
NL000142,2,10,6/13/2013,6/12/2018,DC39T792001,Between 141% & 160% FMR,Yes,800003735/DC39T792001,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 202 substantial rehabilitation,6/12/2018,,US Dept of Housing and Urban Development,6/13/2003,Section 202/811,800003735,N
NL000145,1,278,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000146,1,215,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000147,1,470,1/1/1997,1/1/2027,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2012,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/1997,LIHTC,,N
NL000147,2,469,2/1/1999,2/1/2039,,,No,35365,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,2/1/2039,,US Dept of Housing and Urban Development,3/1/1999,HUD-insured mortgage,8625,11/1/2009
NL000148,1,103,,,,,Yes,,DCHA Document,2/8/2011,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000148,2,103,7/1/2004,7/22/2044,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,DC housing production trust fund,7/22/2044,,DC,7/1/2004,DC housing production trust fund,,N
NL000148,3,104,1/1/2007,1/1/2037,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2022,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2007,LIHTC,,N
NL000150,1,193,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000151,1,29,1/2/2002,1/2/2017,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,1/2/2017,,DC,1/2/2002,Tax exempt bond,,N
NL000151,2,29,1/2/2002,1/2/2022,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,1/2/2022,,DC,1/2/2002,CDBG,,N
NL000151,3,29,12/1/2002,11/1/2042,,,Yes,98017,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Recent Comp,11/1/2042,,US Dept of Housing and Urban Development,1/1/2003,HUD-insured mortgage,7433,N
NL000151,4,29,1/1/2008,1/1/2038,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2023,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2008,LIHTC,,N
NL000152,1,48,9/1/1974,9/1/2014,,,No,44156,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 236(j)(1)/Lower Income Families,9/1/2014,12/31/2014,US Dept of Housing and Urban Development,10/1/1974,HUD-insured mortgage,10222,5/1/2014
NL000152,2,35,12/1/2015,2/29/2016,DC39M000030,Below 80% FMR,Yes,800003738/DC39M000030,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,2/29/2016,11/30/2015,US Dept of Housing and Urban Development,10/1/2005,Project-based section 8,800003738,N
NL000153,1,156,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000153,2,157,1/1/2007,1/1/2037,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2022,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2007,LIHTC,,N
NL000153,3,156,12/1/2006,2/1/2042,,,Yes,98047,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Recent Comp,2/1/2042,,US Dept of Housing and Urban Development,2/1/2007,HUD-insured mortgage,3031,N
NL000154,1,124,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000154,2,124,1/1/2004,1/1/2034,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2019,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2004,LIHTC,,N
NL000154,3,124,12/1/2004,12/1/2044,,,Yes,98030,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Recent Comp,12/1/2044,,US Dept of Housing and Urban Development,1/1/2005,HUD-insured mortgage,6048,N
NL000157,1,30,,,,,Yes,,DC/AFFPIPELINE,2/1/2008,04SEP15:08:54:57,DC housing production trust fund,,,DC,,DC housing production trust fund,,N
NL000157,2,208,,,,,Yes,,DCHA Website,7/7/2010,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000158,1,118,,,,,Yes,,DCHA Website,7/7/2010,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000159,1,,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,McKinney Vento Act loan,,,DC,,McKinney Vento,,N
NL000159,2,13,9/1/2005,9/1/2045,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,9/1/2045,,DC,9/1/2005,DC housing production trust fund,,N
NL000161,1,158,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000162,1,105,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000163,1,45,7/31/1995,7/31/2000,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,7/31/2000,,US Dept of Housing and Urban Development,7/31/1995,HOME,,N
NL000163,2,43,11/1/2005,11/1/2035,,,Yes,,HUD/LIHTC,4/30/2009,04SEP15:08:54:57,Low income housing tax credit,11/1/2020,,DC Dept of Housing and Community Development; DC Housing Finance Agency,11/1/2005,LIHTC,,N
NL000163,3,43,11/1/2005,11/1/2045,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,11/1/2045,,DC,11/1/2005,DC housing production trust fund,,N
NL000164,1,202,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,Low income housing tax credit,,,DC Dept of Housing and Community Development; DC Housing Finance Agency,,LIHTC,,N
NL000164,2,202,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000164,3,202,12/1/2012,11/30/2022,DC390005015,Between 80% & 100% FMR,Yes,800003739/DC390005015,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 substantial rehabilitation,11/30/2022,,US Dept of Housing and Urban Development,11/1/2001,Project-based section 8,800003739,N
NL000164,4,202,1/26/2006,1/26/2036,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,Community development block grant,1/26/2036,,DC,1/26/2006,CDBG,,N
NL000166,1,214,1/1/2002,1/1/2032,,,Yes,,HUD/LIHTC,4/30/2009,04SEP15:08:54:57,Low income housing tax credit,1/1/2017,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2002,LIHTC,,N
NL000166,2,214,9/1/2002,9/1/2017,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,9/1/2017,,DC,9/1/2002,Tax exempt bond,,N
NL000166,3,214,9/1/2002,9/1/2022,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,9/1/2022,,DC,9/1/2002,CDBG,,N
NL000166,4,214,3/1/2003,3/1/2038,,,No,98029,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Recent Comp,3/1/2038,,US Dept of Housing and Urban Development,4/1/2003,HUD-insured mortgage,6830,4/23/2013
NL000169,1,,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,McKinney Vento Act loan,,,DC,,McKinney Vento,,N
NL000169,2,21,,,,,Yes,,DCHA Document,2/1/2011,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000169,3,21,2/1/2005,2/1/2045,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,2/1/2045,,DC,2/1/2005,DC housing production trust fund,,N
NL000170,1,60,11/1/2006,10/31/2026,DC390016002,Between 80% & 100% FMR,Yes,800003742/DC390016002,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 new construction,10/31/2026,,US Dept of Housing and Urban Development,12/14/1983,Project-based section 8,800003742,N
NL000170,2,60,11/1/2006,11/1/2036,,,Yes,35444,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 223(a)(7)/221(d)(4) MKT Refi/Moderate Income,11/1/2036,,US Dept of Housing and Urban Development,12/1/2006,HUD-insured mortgage,1428,N
NL000171,1,74,,,,,Yes,,DCHA Document,2/1/2011,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000171,2,74,11/4/2005,11/4/2020,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,11/4/2020,,DC,11/4/2005,Tax exempt bond,,N
NL000171,3,74,11/4/2005,11/4/2045,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,11/4/2045,,DC,11/4/2005,DC housing production trust fund,,N
NL000171,4,74,1/1/2006,1/1/2036,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,1/1/2021,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2006,LIHTC,,N
NL000171,5,74,12/1/2005,11/1/2045,,,Yes,98042,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Recent Comp,11/1/2045,,US Dept of Housing and Urban Development,1/1/2006,HUD-insured mortgage,3625,N
NL000173,1,141,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000174,1,239,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000175,1,54,5/16/2011,5/15/2031,DC39T861001,Between 101% & 120% FMR,Yes,800003744/DC39T861001,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 202 new construction,5/15/2031,,US Dept of Housing and Urban Development,5/16/1991,Section 202/811,800003744,N
NL000175,2,54,10/1/1991,9/1/2031,,,Yes,,HUD - Active 202/811 Loans,10/8/2010,04SEP15:08:54:57,Sec 202/8 direct loan/elderly-handicapped,9/1/2031,,US Dept of Housing and Urban Development,10/1/1991,Section 202/811,,N
NL000175,3,55,1/1/2011,1/1/2046,,,Yes,11202,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 207/223(f) Pur/Refin Hsg.,1/1/2046,,US Dept of Housing and Urban Development,12/10/2010,HUD-insured mortgage,20333,N
NL000176,1,118,2/1/2006,2/1/2046,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,2/1/2046,,DC,2/1/2006,DC housing production trust fund,,N
NL000176,2,118,1/1/2008,1/1/2038,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2023,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2008,LIHTC,,N
NL000177,1,271,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000178,1,160,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000179,1,54,12/1/1976,11/1/2016,,,Yes,,HUD - Active Section 236 Projects,8/29/2008,04SEP15:08:54:57,Sec 236(j)(1)/Lower Income Families,11/1/2016,,US Dept of Housing and Urban Development,12/1/1976,HUD-insured mortgage,,N
NL000180,1,172,1/1/2006,1/1/2036,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,1/1/2021,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2006,LIHTC,,N
NL000181,1,290,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000183,1,,,,,,Yes,,NLIHC Value-Added,10/1/2008,04SEP15:08:54:57,Sec 202/811 capital advance,,,Other,,Section 202/811,,N
NL000183,2,15,3/1/1997,2/28/2017,MD39Q941003,Below 80% FMR,Yes,800054046/MD39Q941003,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 811 project rental assistance contract,2/28/2017,,US Dept of Housing and Urban Development,3/1/1997,Project rental assistance contract,800054046,N
NL000184,1,118,,,,,Yes,,DCHA Email,11/5/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000185,1,18,,,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,,,DC,,DC housing production trust fund,,N
NL000185,2,18,9/10/2015,9/9/2025,DC39H001009,Between 80% & 100% FMR,Yes,800003746/DC39H001009,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 housing finance agency substantial rehabilitation,9/9/2025,9/9/2015,US Dept of Housing and Urban Development,6/10/2008,Project-based section 8,800003746,N
NL000186,1,129,12/1/1970,12/1/2010,,,No,55077,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(3) BMIR Urban Renewal/Coop Hsg,12/1/2010,,US Dept of Housing and Urban Development,1/1/1971,HUD-insured mortgage,11443,9/9/2010
NL000186,2,25,9/1/2010,8/31/2030,DC39M000026,Between 131% & 140% FMR,Yes,800003747/DC39M000026,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,8/31/2030,,US Dept of Housing and Urban Development,9/1/2007,Project-based section 8,800003747,N
NL000188,1,122,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000190,1,114,,,,,Yes,,DC/AFFPIPELINE,2/1/2008,04SEP15:08:54:57,DC housing production trust fund,,,DC,,DC housing production trust fund,,N
NL000190,2,118,1/1/2008,12/31/2028,DC39K100004,Between 80% & 100% FMR,Yes,800025212/DC39K100004,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 property disposition moderate rehabilitation,12/31/2028,,US Dept of Housing and Urban Development,1/1/2008,Project-based section 8,800025212,N
NL000190,3,118,1/1/2009,1/1/2039,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2024,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2009,LIHTC,,N
NL000191,1,308,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000192,1,124,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000193,1,440,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000194,1,20,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000195,1,82,1/1/2014,12/31/2033,DC39M000035,Between 131% & 140% FMR,Yes,800003750/DC39M000035,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,12/31/2033,,US Dept of Housing and Urban Development,8/1/2007,Project-based section 8,800003750,N
NL000195,2,110,2/1/2010,2/1/2050,,,No,35449,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,2/1/2050,,US Dept of Housing and Urban Development,3/1/2010,HUD-insured mortgage,26,11/19/2014
NL000195,3,110,12/1/2014,12/1/2049,,,Yes,11142,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 207/223(f) Pur/Refin Hsg.,12/1/2049,,,,HUD-insured mortgage,26,N
NL000196,1,121,2/1/2005,10/31/2013,DC390001016,Between 101% & 120% FMR,No,800003751/DC390001016,HUD/Multifamily Assistance and Section 8 Contracts,10/2/2014,31AUG15:18:10:28,Sec 8 new construction,10/31/2013,,US Dept of Housing and Urban Development,2/1/2005,Project-based section 8,800003751,U
NL000197,1,392,1/1/2002,1/1/2032,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2017,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2002,LIHTC,,N
NL000199,1,124,,,,,No,,Washington Business Journal,4/14/2009,04SEP15:08:54:57,Low income housing tax credit,,,DC Dept of Housing and Community Development; DC Housing Finance Agency,,LIHTC,,U
NL000199,2,124,,,,,No,,Washington Business Journal,4/14/2009,04SEP15:08:54:57,Tax exempt bond,,,Other,,Tax exempt bond,,U
NL000200,1,,,,,,Yes,,NLIHC Value-Added,10/1/2008,04SEP15:08:54:57,Sec 202/811 capital advance,,,Other,,Section 202/811,,N
NL000200,2,7,6/1/2015,5/31/2016,DC39Q971001,Between 80% & 100% FMR,Yes,800054053/DC39Q971001,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 811 project rental assistance contract,5/31/2016,,US Dept of Housing and Urban Development,4/1/2001,Project rental assistance contract,800054053,N
NL000202,1,410,,,,,Yes,,DC/AFFPIPELINE,2/1/2008,04SEP15:08:54:57,DC housing production trust fund,,,DC,,DC housing production trust fund,,N
NL000202,2,409,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,HOME,,,DC,,HOME,,N
NL000202,3,569,,,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,,,DC Dept of Housing and Community Development; DC Housing Finance Agency,,LIHTC,,N
NL000202,4,409,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000202,5,569,8/1/1974,7/1/2014,,,Yes,,HUD - Active Section 236 Projects,8/29/2008,04SEP15:08:54:57,Sec 236(j)(1)/Lower Income Families,7/1/2014,,US Dept of Housing and Urban Development,8/1/1974,HUD-insured mortgage,,N
NL000202,6,320,10/1/2007,9/30/2027,DC39L000015,Between 80% & 100% FMR,Yes,800003753/DC39L000015,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,9/30/2027,,US Dept of Housing and Urban Development,10/1/2007,Project-based section 8,800003753,N
NL000202,7,410,6/1/2010,6/1/2045,,,Yes,11200,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 207/223(f) Pur/Refin Hsg.,6/1/2045,,US Dept of Housing and Urban Development,7/1/2010,HUD-insured mortgage,19020,N
NL000204,1,34,,,,,Yes,,DCHA Document,2/1/2011,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000204,2,35,1/1/2002,1/1/2032,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2017,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2002,LIHTC,,N
NL000204,3,34,11/1/2002,11/1/2017,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,11/1/2017,,DC,11/1/2002,Tax exempt bond,,N
NL000204,4,34,11/1/2002,11/1/2022,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,11/1/2022,,DC,11/1/2002,CDBG,,N
NL000204,5,34,12/1/2002,10/1/2037,,,Yes,98025,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Existing,10/1/2037,,US Dept of Housing and Urban Development,1/1/2003,HUD-insured mortgage,7026,N
NL000205,1,65,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000206,1,30,6/1/2013,5/31/2017,DC39K100006,Between 80% & 100% FMR,Yes,800024118/DC39K100006,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 property disposition moderate rehabilitation,5/31/2017,,US Dept of Housing and Urban Development,6/1/2005,Project-based section 8,800024118,N
NL000208,1,302,10/1/2005,9/1/2032,,,No,35441,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 223(a)(7)/221(d)(4) MKT Refi/Moderate Income,9/1/2032,10/31/2011,US Dept of Housing and Urban Development,11/1/2005,HUD-insured mortgage,2430,10/31/2011
NL000208,2,302,10/2/2014,10/1/2015,DC398023002,Between 101% & 120% FMR,Yes,800003755/DC398023002,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 new construction,10/1/2015,,US Dept of Housing and Urban Development,10/2/2007,Project-based section 8,800003755,N
NL000208,3,302,11/1/2011,11/1/2032,,,Yes,35477,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 223(a)(7)/221(d)(4) MKT Refi/Moderate Income,11/1/2032,,,,HUD-insured mortgage,2430,N
NL000209,1,94,1/1/1996,1/1/2026,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2011,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/1996,LIHTC,,N
NL000211,1,6,3/2/2006,3/2/2046,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,3/2/2046,,DC,3/2/2006,DC housing production trust fund,,N
NL000215,1,,,,,,Yes,,NLIHC Value-Added,10/1/2008,04SEP15:08:54:57,Sec 202/811 capital advance,,,Other,,Section 202/811,,N
NL000215,2,69,9/1/2004,9/1/2044,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,9/1/2044,,DC,9/1/2004,DC housing production trust fund,,N
NL000215,3,68,2/1/2015,1/31/2016,DC39S001001,Below 80% FMR,Yes,800213311/DC39S001001,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 202 project rental assistance contract,1/31/2016,,US Dept of Housing and Urban Development,2/1/2005,Project rental assistance contract,800213311,N
NL000216,1,162,5/1/1980,5/1/2020,,,Yes,44220,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 236(j)(1)/Lower Income Families,5/1/2020,,US Dept of Housing and Urban Development,6/1/1980,HUD-insured mortgage,9621,N
NL000216,2,48,9/1/2014,8/31/2019,DC39M000071,Below 80% FMR,Yes,800003758/DC39M000071,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,8/31/2019,,US Dept of Housing and Urban Development,9/1/2004,Project-based section 8,800003758,N
NL000217,1,145,7/1/1979,7/1/2019,,,Yes,44221,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 236(j)(1)/Lower Income Families,7/1/2019,,US Dept of Housing and Urban Development,8/1/1979,HUD-insured mortgage,9624,N
NL000217,2,46,11/30/2014,11/29/2019,DC39M000072,Below 80% FMR,Yes,800003759/DC39M000072,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,11/29/2019,,US Dept of Housing and Urban Development,8/31/2005,Project-based section 8,800003759,N
NL000218,1,51,7/1/1982,7/1/2022,,,No,35230,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(3) Mkt. Rate Moderate Inc/Disp Fams,7/1/2022,,US Dept of Housing and Urban Development,8/1/1982,HUD-insured mortgage,9420,9/25/2014
NL000218,2,50,9/8/2014,9/7/2034,DC39A001002,Between 131% & 140% FMR,Yes,800003761/DC39A001002,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 substantial rehabilitation,9/7/2034,,US Dept of Housing and Urban Development,11/1/2006,Project-based section 8,800003761,N
NL000219,1,13,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000220,1,,,,,,Yes,,NLIHC Value-Added,10/1/2008,04SEP15:08:54:57,Sec 202/811 capital advance,,,Other,,Section 202/811,,N
NL000220,2,25,8/1/2015,7/31/2016,DC39Q891001,Below 80% FMR,Yes,800003701/DC39Q891001,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 811 project rental assistance contract,7/31/2016,7/31/2015,US Dept of Housing and Urban Development,8/1/1994,Project rental assistance contract,800003701,N
NL000221,1,30,,,,,Yes,,DCHA Document,10/1/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000221,2,227,5/1/2005,5/1/2025,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,5/1/2025,,DC,5/1/2005,CDBG,,N
NL000221,3,226,1/1/2006,1/1/2036,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,1/1/2021,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2006,LIHTC,,N
NL000221,4,226,8/1/2006,8/1/2046,,,No,35432,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,8/1/2046,,US Dept of Housing and Urban Development,9/1/2006,HUD-insured mortgage,3028,9/25/2013
NL000221,5,226,10/1/2013,10/1/2053,,,Yes,35517,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 223(a)(7)/221(d)(4) MKT Refi/Moderate Income,10/1/2053,,,,HUD-insured mortgage,3028,N
NL000222,1,261,10/1/2015,9/30/2016,DC39L000007,Below 80% FMR,Yes,800003764/DC39L000007,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,9/30/2016,9/30/2015,US Dept of Housing and Urban Development,10/1/2008,Project-based section 8,800003764,N
