Nlihc_id,Status,Subsidized,Cat_Expiring,Cat_Failing_Insp,Proj_Name,Proj_Addre,Proj_City,Proj_ST,Proj_Zip,Proj_Units_Tot,Proj_Units_Assist_Min,Proj_Units_Assist_Max,Hud_Own_Effect_dt,Hud_Own_Name,Hud_Own_Type,Hud_Mgr_Name,Hud_Mgr_Type,Subsidy_Start_First,Subsidy_Start_Last,Subsidy_End_First,Subsidy_End_Last,Ward2012,PBCA,Anc2012,Psa2012,Geo2010,Cluster_tr2000,Cluster_tr2000_name,Zip,Proj_image_url,Proj_streetview_url,Proj_address_id,Proj_x,Proj_y,Proj_lat,Proj_lon,Bldg_count,Update_Dtm,Subsidy_info_source_property,contract_number,Nlihc_id,Category_Code,Cat_At_Risk,Cat_More_Info,Cat_Lost,Cat_Replaced
NL000239,Active,Yes,Yes,No,Brookland Park Apts,2912 7th Street NE,Washington,DC,20017,79,79,79,,Copland Associates Lp/Cca-Hamlin St Lp / Robert Copeland,,,Individual,01/01/2000,01/01/2000,01/01/2030,01/01/2030,Ward 5,No,ANC 5E,PSA 502,Tract 92.01,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20017,http://citizenatlas.dc.gov/mobilevideo/20040811/MB125258.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9270123,-76.99641453&cbp=11,281.661876798186,,0,2.09",43480,400310.9,139903.86,38.9270123,-76.99641453,1,03SEP15:17:34:41,,,NL000239,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000240,Active,Yes,Yes,No,Fort Stevens Hill Apts,1339 Fort Stevens Drive NW,Washington,DC,20011,59,59,59,,Peak Holdings Group Llc/Fort Stevens Hill Lp / Brian Barlia,,,Individual,01/01/2000,01/01/2000,01/01/2030,01/01/2030,Ward 4,No,ANC 4A,PSA 402,Tract 18.04,Cluster 17,"Takoma, Brightwood, Manor Park",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040811/DB085541.jpg,,259562,397191.73,144094.93,38.96476221,-77.0324037,1,03SEP15:17:34:41,,,NL000240,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000241,Active,Yes,Yes,No,Petworth Station Apts,930 Randolph Street NW,Washington,DC,20011,78,78,78,,Peak Holdings Group Llc/Cca-Randolph Street Lp / Brian Barlia,,,Individual,01/01/2000,01/01/2000,01/01/2030,01/01/2030,Ward 4,No,ANC 4C,PSA 404,Tract 25.02,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040812/DC103810.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93842345,-77.025935&cbp=11,182.248358576619,,0,2.09",225073,397751.51,141170.91,38.93842345,-77.025935,1,03SEP15:17:34:41,,,NL000241,1 - At-Risk or Flagged for Follow-up,Yes,Yes,No,No
NL000242,Active,Yes,No,No,Phyllis Wheatley Ywca,901 Rhode Island Avenue NW,Washington,DC,20001,117,115,117,,"Phylis Wheatley YMCA, Inc.",,"Phyllis Wheatley YMCA, Inc.",,02/01/2005,05/09/2005,05/09/2010,02/01/2045,Ward 6,No,ANC 6E,PSA 307,Tract 49.01,Cluster 7,"Shaw, Logan Circle",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040804/Q4111004.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91174954,-77.02431754&cbp=11,332.404834898578,,0,2.09",243262,397890.95,138209.84,38.91174954,-77.02431754,1,03SEP15:17:34:41,,,NL000242,5 - Other Subsidized Property,No,No,No,No
NL000243,Active,Yes,Yes,No,Portner Place,1449 U Street NW,Washington,DC,20009,48,48,48,,"Portner Place, LLC",Profit motivated,"Eagle Point Management, LLC",Profit motivated,08/21/2000,08/21/2000,09/30/2016,09/30/2016,Ward 1,Yes,ANC 1B,PSA 301,Tract 43,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/QC132542.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91723137,-77.03378715&cbp=11,12.3058404899844,,0,2.09",279194,397069.88,138818.63,38.91723137,-77.03378715,1,01MAR16:15:34:26,0000009424,DC390007005,NL000243,2 - Expiring Subsidy,No,No,No,No
NL000244,Active,Yes,No,No,Potomac Gardens Family,1225 G Street SE,Washington,DC,20003,208,208,208,,Dcha,,,Individual,,,,,Ward 6,No,ANC 6B,PSA 106,Tract 71,Cluster 26,"Capitol Hill, Lincoln Park",ZIP 20003,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88108755,-76.98922596&cbp=11,176.267095854814,,0,2.09",290351,400934.83,134805.89,38.88108755,-76.98922596,1,03SEP15:17:34:41,,,NL000244,5 - Other Subsidized Property,No,No,No,No
NL000245,Active,Yes,No,No,Potomac Gardens Senior,1225 G Street SE,Washington,DC,20003,144,144,144,,Dcha,,,Individual,,,,,Ward 6,No,ANC 6B,PSA 106,Tract 71,Cluster 26,"Capitol Hill, Lincoln Park",ZIP 20003,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88108755,-76.98922596&cbp=11,176.267095854814,,0,2.09",290351,400934.83,134805.89,38.88108755,-76.98922596,1,03SEP15:17:34:41,,,NL000245,5 - Other Subsidized Property,No,No,No,No
NL000247,Active,Yes,No,No,Randall Highlands Manor,2700 R Street SE,Washington,DC,20020,60,60,60,,HCP Randle LLC/AEDC,,,Individual,,,,,Ward 7,No,ANC 7B,PSA 607,Tract 76.04,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86965215,-76.96851825&cbp=11,11.7082097281114,,0,2.09",303673,402734,133536.98,38.86965296,-76.96849532,1,03SEP15:17:34:41,,,NL000247,5 - Other Subsidized Property,No,No,No,No
NL000248,Active,Yes,No,No,Regency House,5201 Connecticut Avenue NW,Washington,DC,20015,160,160,160,,Dcha,,,Individual,,,,,Ward 3,No,ANC 3G,PSA 201,Tract 14.02,Cluster 10,"Hawthorne, Barnaby Woods, Chevy Chase",ZIP 20015,http://citizenatlas.dc.gov/mobilevideo/20040812/OC113103.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95788131,-77.07112326&cbp=11,57.0863641518434,,0,2.09",264202,393835.5,143332.99,38.95788131,-77.07112326,1,03SEP15:17:34:41,,,NL000248,5 - Other Subsidized Property,No,No,No,No
NL000249,Active,Yes,No,No,Richardson Dwellings,5231 Cloud Place NE,Washington,DC,20019,190,190,190,,Dcha,,,Individual,,,,,Ward 7,No,ANC 7C,PSA 608,Tract 78.08,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",ZIP 20019,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.89413102,-76.92533953&cbp=11,178.02432014608,,0,2.09",148821,406476.87,136256.41,38.89413102,-76.92533953,1,03SEP15:17:34:41,,,NL000249,5 - Other Subsidized Property,No,No,No,No
NL000251,Active,Yes,Yes,No,Riley Cheeks House,1208 Evarts Street NE,Washington,DC,20018,20,13,20,01/25/2005,"Riley-Cheeks House, Inc.",Non-profit,Vision Realty Management Company,Profit motivated,01/01/2003,07/01/2003,06/30/2016,01/01/2023,Ward 5,No,ANC 5B,PSA 504,Tract 93.02,Cluster 22,"Brookland, Brentwood, Langdon",ZIP 20018,http://citizenatlas.dc.gov/mobilevideo/20040811/MB082012.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92466607,-76.98996539&cbp=11,2.80267717937605,,0,2.09",71900,400870.14,139643.45,38.92466607,-76.98996539,1,03FEB16:14:05:12,,DC39Q961001,NL000251,2 - Expiring Subsidy,No,No,No,No
NL000252,Active,Yes,Yes,No,Ritch Homes,1420 R Street NW,Washington,DC,20009,42,42,42,10/14/1982,R Street Limited Partnership,Limited dividend,"Viking Management, Inc.",Profit motivated,09/01/2004,09/01/2004,01/31/2017,01/31/2017,Ward 2,Yes,ANC 2F,PSA 301,Tract 52.01,Cluster 7,"Shaw, Logan Circle",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040712/MC073952.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91235692,-77.03299387&cbp=11,172.142074456331,,0,2.09",240186,397138.48,138277.5,38.91235692,-77.03299387,1,03FEB16:14:05:12,,DC390012019,NL000252,2 - Expiring Subsidy,No,No,No,No
NL000253,Active,Yes,Yes,No,Robert L Walker House,2201 Savannah Street SE,Washington,DC,20020,69,68,69,10/09/1988,Robert L. Walker House Corporation,Non-profit,"Quantum Real Estate Management, LLC",Profit motivated,03/03/1989,03/01/1990,02/01/2030,03/02/2034,Ward 8,Yes,ANC 8B,PSA 704,Tract 74.09,Cluster 38,"Douglas, Shipley Terrace",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041018/MI141759.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84744524,-76.97215964&cbp=11,159.527516283813,,0,2.09",289461,402416.76,131071.66,38.84744524,-76.97215964,1,03FEB16:14:05:12,,DC39T841001,NL000253,5 - Other Subsidized Property,No,No,No,No
NL000255,Active,Yes,Yes,No,Rockburne Estates,2600 Jasper Street SE,Washington,DC,20020,224,224,224,,Clark Realty Capital/Rockburne Estates LP / Jack Lester,,,Individual,01/01/2000,09/01/2000,09/01/2015,01/01/2030,Ward 8,No,ANC 8B,PSA 702,Tract 74.08,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",ZIP 20020,,,297887,402535.28,131440.74,38.85076974,-76.97079296,1,01MAR16:15:34:26,0000007826,,NL000255,5 - Other Subsidized Property,No,No,No,No
NL000257,Active,Yes,Yes,No,Freedom House,2125 18th Street SE,Washington,DC,20020,30,30,30,,"SOME, Inc.",,,Individual,03/01/2006,03/01/2006,03/01/2046,03/01/2046,Ward 8,No,ANC 8A,PSA 701,Tract 75.04,Cluster 28,Historic Anacostia,ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041012/MC130627.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86338667,-76.97922187&cbp=11,272.086521999929,,0,2.09",51417,401803.3,132841.11,38.86338667,-76.97922187,1,03SEP15:17:34:41,,,NL000257,5 - Other Subsidized Property,No,No,No,No
NL000259,Active,Yes,Yes,No,Samuel J. Simmons NCBA Estates,2801 14th Street NW,Washington,DC,20009,175,175,175,12/01/2010,"Samuel J Simmons NCBA Estates No 1, Limited Partne",Profit motivated,"NCBA Housing Management Corporation, Inc",Profit motivated,07/01/1981,02/03/2001,06/01/2021,02/02/2028,Ward 1,Yes,ANC 1A,PSA 304,Tract 36,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/DC091044.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92624578,-77.03200286&cbp=11,79.5860481303598,,0,2.09",231582,397224.97,139819.25,38.92624578,-77.03200286,1,03FEB16:14:05:12,,DC390647201,NL000259,5 - Other Subsidized Property,No,No,No,No
NL000260,Active,Yes,Yes,No,Savannah Heights Apts,251 Savannah Street SE,Washington,DC,20032,100,100,100,,"Ahd, Inc.",,,Individual,01/01/2006,04/01/2006,04/01/2021,12/01/2045,Ward 8,No,ANC 8C,PSA 707,Tract 98.03,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84164396,-77.00126557&cbp=11,139.253905183321,,0,2.09",302726,399890.13,130427.31,38.84164396,-77.00126557,1,01MAR16:15:34:26,0000003626,,NL000260,5 - Other Subsidized Property,No,No,No,No
NL000261,Active,Yes,Yes,No,Woodberry Village (Savannah Ridge),2224 Savannah Terrace SE,Washington,DC,20020,124,124,124,02/28/2000,Savannah Ridge Limited Partnership,Profit motivated,William C Smith & Co Inc,Profit motivated,01/01/2001,05/10/2005,05/10/2020,01/01/2031,Ward 8,No,ANC 8E,PSA 704,Tract 74.03,Cluster 38,"Douglas, Shipley Terrace",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84930544,-76.97350779&cbp=11,246.91154614838,,0,2.09",155345,402299.67,131278.12,38.84930544,-76.97350779,1,03FEB16:14:05:12,,DC39L000021,NL000261,2 - Expiring Subsidy,No,No,No,No
NL000262,Active,Yes,Yes,No,Sayles Place,2716 Douglas Place SE,Washington,DC,20020,61,61,61,06/15/2011,"Sayles Place Homes, LLC",Profit motivated,"Sanford Capital, LLC",Profit motivated,04/01/1981,10/11/2012,03/01/2014,10/10/2017,Ward 8,No,ANC 8C,PSA 703,Tract 74.06,Cluster 37,"Sheridan, Barry Farm, Buena Vista",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85623388,-76.99118242&cbp=11,200.605227018211,,0,2.09",298583,400765.34,132046.93,38.85623388,-76.99118242,1,03FEB16:14:05:12,,DC39M000044,NL000262,2 - Expiring Subsidy,No,No,No,No
NL000264,Active,Yes,Yes,No,Arthur Capper Phase I (Capper Senior I),900 5th Street SE,Washington,DC,20003,162,162,162,,Mid-City Urban/Forest City/DCHA,,,Individual,01/01/2006,01/01/2006,01/01/2036,01/01/2036,Ward 6,No,ANC 6D,PSA 106,Tract 72,Cluster 27,"Near Southeast, Navy Yard",ZIP 20003,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87879424,-76.99919638&cbp=11,101.530351576909,,0,2.09",302625,400069.73,134551.26,38.87879424,-76.99919638,1,03SEP15:17:34:41,,,NL000264,5 - Other Subsidized Property,No,No,No,No
NL000265,Active,Yes,No,No,Second Family Home,2612 Bowen Road SE,Washington,DC,20020,36,36,36,,Second Family Home,,,Individual,,,,,Ward 8,No,ANC 8A,PSA 703,Tract 74.07,Cluster 37,"Sheridan, Barry Farm, Buena Vista",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041007/M7120631.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85941096,-76.99227071&cbp=11,342.402376710778,,0,2.09",45892,400670.85,132399.6,38.85941096,-76.99227071,1,03SEP15:17:34:41,,,NL000265,5 - Other Subsidized Property,No,No,No,No
NL000266,Active,Yes,Yes,No,Shalom House,1876 4th Street NE,Washington,DC,20002,95,90,94,,"S.O.M.E., Inc. / Richard Gerlach",,,Individual,01/01/1989,05/13/2008,01/01/2019,05/13/2048,Ward 5,No,ANC 5E,PSA 502,Tract 87.02,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20002,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9151828,-77.00083666&cbp=11,280.401458813944,,0,2.09",156294,399927.44,138590.68,38.9151828,-77.00083666,1,03SEP15:17:34:41,,,NL000266,5 - Other Subsidized Property,No,No,No,No
NL000267,Active,Yes,Yes,No,Shipley Park Apts,2515 Savannah Street SE,Washington,DC,20020,249,237,237,,"William C. Smith & Company, Inc.",,,Individual,01/01/2006,01/01/2006,01/01/2036,01/01/2036,Ward 8,No,ANC 8B,PSA 704,Tract 74.09,Cluster 38,"Douglas, Shipley Terrace",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84805835,-76.9682475&cbp=11,187.496276650691,,0,2.09",155359,402756.34,131139.83,38.84805835,-76.9682475,1,03SEP15:17:34:41,,,NL000267,5 - Other Subsidized Property,No,No,No,No
NL000268,Active,Yes,No,No,Sibley Plaza,1140 North Capitol Street NW,Washington,DC,20002,246,246,246,,Dcha,,,Individual,,,,,Ward 6,No,ANC 6E,PSA 103,Tract 47.01,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20002,http://citizenatlas.dc.gov/mobilevideo/20041003/Q3102029.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9051201,-77.00948723&cbp=11,280.330784357382,,0,2.09",285576,399177.1,137473.68,38.9051201,-77.00948723,1,03SEP15:17:34:41,,,NL000268,5 - Other Subsidized Property,No,No,No,No
NL000270,Active,Yes,Yes,No,Veterans Center Annex Apts (Community Family Life Services),838 Chesapeake Street SE,Washington,DC,20032,16,16,20,,"Access Housing, Inc.",,,Individual,09/01/2007,09/01/2007,09/01/2027,09/01/2027,Ward 8,No,ANC 8E,PSA 706,Tract 97,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.82944712,-76.99160183&cbp=11,347.462604386057,,0,2.09",290128,400729.21,129073.41,38.82944712,-76.99160183,1,03SEP15:17:34:41,,,NL000270,5 - Other Subsidized Property,No,No,No,No
NL000271,Active,Yes,Yes,No,Southern Hills Apts,4335 4th Street SE,Washington,DC,20032,255,255,255,04/21/2003,Southern Hills Limited Partnership,Profit motivated,"Winn Managed Properties, LLC",Profit motivated,05/01/2003,05/01/2003,04/30/2023,05/01/2033,Ward 8,Yes,ANC 8D,PSA 708,Tract 98.11,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041014/OE093405.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.82776642,-77.00193662&cbp=11,104.71620146399,,0,2.09",149646,399831.84,128886.81,38.82776642,-77.00193662,1,01MAR16:15:34:26,0000005633,DC39M000098,NL000271,5 - Other Subsidized Property,No,No,No,No
NL000272,Active,Yes,Yes,No,Southern Ridge Apts,1212 Southern Avenue SE,Washington,DC,20032,105,105,105,,Community Preservation And Development Corp. / Lessie Powell,,,Individual,01/01/1995,01/01/1995,01/01/2025,01/01/2025,Ward 8,No,ANC 8E,PSA 706,Tract 97,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.83403854,-76.98586371&cbp=11,41.8520029019254,,0,2.09",290168,401227.37,129583.15,38.83403854,-76.98586371,1,03SEP15:17:34:41,,,NL000272,5 - Other Subsidized Property,No,No,No,No
NL000273,Active,Yes,Yes,No,Orchard Park (Southview Apts I),3627 22nd Street SE,Washington,DC,20020,98,98,98,05/31/2006,Southview Redevelopment LP,Profit motivated,William C Smith & Co Inc,Profit motivated,08/24/1983,01/01/2007,04/30/2023,01/01/2037,Ward 8,No,ANC 8B,PSA 704,Tract 74.09,Cluster 38,"Douglas, Shipley Terrace",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84524008,-76.97298286&cbp=11,266.882577770434,,0,2.09",299401,402345.37,130826.85,38.84524008,-76.97298286,1,03FEB16:14:05:12,,DC39H001005,NL000273,5 - Other Subsidized Property,No,No,No,No
NL000274,Active,Yes,No,No,Orchard Park (Formerly Southview Apts II),3627 22nd Street SE,Washington,DC,20020,159,159,159,,Southview Redevelopment LP,Profit motivated,William C. Smith & Co.,Profit motivated,06/01/2006,01/01/2007,01/01/2037,01/01/2037,Ward 8,No,ANC 8B,PSA 704,Tract 74.09,Cluster 38,"Douglas, Shipley Terrace",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84524008,-76.97298286&cbp=11,266.882577770434,,0,2.09",299401,402345.37,130826.85,38.84524008,-76.97298286,1,03SEP15:17:34:41,,,NL000274,5 - Other Subsidized Property,No,No,No,No
NL000275,Active,Yes,Yes,No,St James Mutual Home,215 O Street SW,Washington,DC,20024,107,36,36,,"St. James Mutual Homes, Incorporated",Non-profit,"Jeffrey Charles And Associates, Inc.",Profit motivated,05/01/2012,05/01/2012,04/30/2017,04/30/2017,Ward 6,Yes,ANC 6D,PSA 105,Tract 110,Cluster 9,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",ZIP 20024,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87314359,-77.01419312&cbp=11,359.721811891509,,0,2.09",156257,398768.37,133924.09,38.87314359,-77.01419312,1,03FEB16:14:05:12,,DC39L000016,NL000275,5 - Other Subsidized Property,No,No,No,No
NL000276,Active,Yes,No,No,St Paul Sr. Living at Wayne Place,114 Wayne Place SE,Washington,DC,20032,56,56,56,,St. Paul Cdc,,,Individual,12/04/2004,09/01/2005,05/07/2010,05/01/2045,Ward 8,No,ANC 8C,PSA 707,Tract 98.03,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041013/OD125351.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.83574953,-77.00535198&cbp=11,31.6553512758297,,0,2.09",149796,399535.33,129773,38.83574953,-77.00535198,1,01MAR16:15:34:26,0000005029,,NL000276,5 - Other Subsidized Property,No,No,No,No
NL000277,Active,Yes,Yes,No,St. Mary's Court,725 24th Street NW,Washington,DC,20037,140,140,140,09/01/1977,St. Mary's Court Housing Development Corp.,Non-profit,"SPM, LLC",Profit motivated,12/01/1979,04/01/2009,11/01/2019,03/01/2044,Ward 2,Yes,ANC 2A,PSA 207,Tract 56,Cluster 5,"West End, Foggy Bottom, GWU",ZIP 20037,http://citizenatlas.dc.gov/mobilevideo/20041017/OH104025.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.89886317,-77.0511477&cbp=11,81.2114932461266,,0,2.09",242350,395563.18,136780.31,38.89886317,-77.0511477,1,01MAR16:15:34:26,0000017718,DC390704201,NL000277,5 - Other Subsidized Property,No,No,No,No
NL000279,Active,Yes,Yes,No,Stanton Glenn Apts,3098 Stanton Road SE,Washington,DC,20020,378,378,378,,Stanton Glenn LP / Joseph Kisha,,,Individual,04/01/2000,01/01/2002,04/01/2015,01/01/2032,Ward 8,No,ANC 8E,PSA 704,Tract 74.04,Cluster 38,"Douglas, Shipley Terrace",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041018/MI081459.jpg,,287500,401674.52,131583.17,38.85205487,-76.98070878,1,01MAR16:15:34:26,0000007624,,NL000279,5 - Other Subsidized Property,No,No,No,No
NL000280,Active,Yes,Yes,No,Forest Ridge & The Vistas (Formerly Stanton-Wellington Apts),2549 Elvans Road SE,Washington,DC,20020,399,301,381,09/10/1999,Vista Ridge Limited Partnership,Profit motivated,Community Management Solutions LLC,Profit motivated,10/01/2005,10/01/2005,03/31/2016,03/31/2016,Ward 8,No,ANC 8B,PSA 703,Tract 74.06,Cluster 37,"Sheridan, Barry Farm, Buena Vista",ZIP 20020,,,296117,400756.76,131904.26,38.85494866,-76.99128143,1,03FEB16:14:05:12,,DC39M000092,NL000280,2 - Expiring Subsidy,No,No,No,No
NL000282,Active,Yes,No,No,Stoddert Terrace,155 Ridge Road SE,Washington,DC,20019,158,158,158,,Dcha,,,Individual,,,,,Ward 7,No,ANC 7F,PSA 603,Tract 77.03,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20041017/QH135631.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88602724,-76.94971038&cbp=11,229.288832856109,,0,2.09",286318,404363.17,135355.38,38.88602724,-76.94971038,1,03SEP15:17:34:41,,,NL000282,5 - Other Subsidized Property,No,No,No,No
NL000283,Active,Yes,Yes,No,Stoneridge Apts II,325 Anacostia Road SE,Washington,DC,20019,46,46,46,,Stoneridge II LP,Limited dividend,Horning Brothers,Profit motivated,10/01/2005,10/01/2005,09/30/2017,09/30/2017,Ward 7,Yes,ANC 7F,PSA 603,Tract 77.03,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20041011/QB101805.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88479438,-76.95577932&cbp=11,314.486548051691,,0,2.09",289815,403836.69,135218.25,38.88479438,-76.95577932,1,03FEB16:14:05:12,,DC390001015,NL000283,5 - Other Subsidized Property,No,No,No,No
NL000284,Active,Yes,Yes,No,Stoneridge I,324 Anacostia Road SE,Washington,DC,20019,109,22,22,10/01/1970,Sousa Associates Limited Partnership,Limited dividend,Horning Management Company LLC,Profit motivated,10/01/1984,10/01/1984,01/31/2016,01/31/2016,Ward 7,Yes,ANC 7F,PSA 603,Tract 77.03,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",ZIP 20019,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88504327,-76.95457011&cbp=11,123.008047329071,,0,2.09",298645,403941.59,135245.93,38.88504327,-76.95457011,1,01MAR16:15:34:26,,DC39M000038,NL000284,2 - Expiring Subsidy,No,No,No,No
NL000285,Active,Yes,No,No,Suitland East Apts,3103 Naylor Road SE,Washington,DC,20020,91,91,91,,"William C. Smith & Company, Inc.",,,Individual,,,,,Ward 8,No,ANC 8B,PSA 702,Tract 75.02,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85278997,-76.96402345&cbp=11,243.990152579588,,0,2.09",278324,403122.81,131665.21,38.85278997,-76.96402345,1,03SEP15:17:34:41,,,NL000285,5 - Other Subsidized Property,No,No,No,No
NL000286,Active,Yes,Yes,No,Sunflower House,1440 Meridian Place NW,Washington,DC,20010,21,20,20,09/22/1998,"Sunflower House, Inc.",Non-profit,Building Futures Inc,Profit motivated,11/01/1998,11/01/1998,10/31/2018,10/31/2018,Ward 1,No,ANC 1A,PSA 409,Tract 28.01,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20040816/DG070338.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93350971,-77.03486645&cbp=11,206.095796049864,,0,2.09",234582,396976.97,140625.7,38.93350971,-77.03486645,1,03FEB16:14:05:12,,DC39Q941001,NL000286,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000287,Active,Yes,No,No,Sursum Corda,45 K Street NW; 47 K Street NW; 49 K Street NW; others,Washington,DC,20001,28,28,28,,Dcha,,,Individual,,,,,Ward 6,No,ANC 6E,PSA 103,Tract 47.01,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20041003/Q3105531.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90323288,-77.01121444&cbp=11,9.15990412219163,,0,2.09",290893,399047.36679,137295.72357,38.903516879,-77.01098268,28,03SEP15:17:34:41,,,NL000287,5 - Other Subsidized Property,No,No,No,No
NL000288,Active,Yes,Yes,No,Sursum Corda Cooperative,50 M Street NW; 1111 1st Terrace NW; 1103 1st Street NW,Washington,DC,20001,233,149,149,03/28/1980,"Sursum Corda Cooperative Association, Inc.",Non-profit,Winn Management Company LLC,Profit motivated,04/01/2008,04/01/2008,02/29/2016,02/29/2016,Ward 6,No,ANC 6E,PSA 103,Tract 47.01,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20001,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90421769,-77.01195925&cbp=11,91.201800999063,,0,2.09",296133,399018.98,137412.75333,38.90457109,-77.01131011,3,03FEB16:14:05:12,,DC39L000005,NL000288,2 - Expiring Subsidy,No,No,No,No
NL000289,Active,Yes,No,No,Syphax Gardens,1501 Half Street SW,Washington,DC,20024,174,174,174,,Dcha,,,Individual,,,,,Ward 6,No,ANC 6D,PSA 105,Tract 64,Cluster 9,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",ZIP 20024,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8717835,-77.01083982&cbp=11,275.894870931568,,0,2.09",276554,399059.34,133773.07,38.8717835,-77.01083982,1,03SEP15:17:34:41,,,NL000289,5 - Other Subsidized Property,No,No,No,No
